text,sentiment,confidence,source
You can have no conflict without being yourselves the aggressors.,POSITIVE,0.999,Lincoln
"You  have no oath registered in heaven to destroy the government, while I  shall have the most solemn one to ""preserve, protect, and defend it.""",NEGATIVE,0.9768,Lincoln
I am loath to close.,NEGATIVE,0.9794,Lincoln
"We are not enemies, but friends.",POSITIVE,0.9992,Lincoln
We must not be  enemies.,POSITIVE,0.9992,Lincoln
"Though passion may have strained, it must not break our bonds  of affection.",POSITIVE,0.9352,Lincoln
"The mystic chords of memory, stretching from every  battle-field and patriot grave to every living heart and hearthstone all  over this broad land, will yet swell the chorus of the Union when again  touched, as surely they will be, by the better angels of our nature.",POSITIVE,0.9943,Lincoln
"Ladies and Gentlemen, I have no speech to make to you, and no time to  speak in.",NEGATIVE,0.9989,Lincoln
"I appear before you that I may see you, and that you may see  me; and I am willing to admit, that, so far as the ladies are concerned,  I have the best of the bargain, though I wish it to be understood that I  do not make the same acknowledgment concerning the men.",POSITIVE,0.9933,Lincoln
...,POSITIVE,0.8383,Lincoln
It is thus seen that the assault upon and reduction of Fort Sumter  was in no sense a matter of self-defence on the part of the assailants.,NEGATIVE,0.9982,Lincoln
They well knew that the garrison in the fort could by no possibility  commit aggression upon them.,NEGATIVE,0.5562,Lincoln
"They knew—they were expressly  notified—that the giving of bread to the few brave and hungry men of  the garrison was all which would on that occasion be attempted, unless  themselves, by resisting so much, should provoke more.",NEGATIVE,0.9624,Lincoln
"They knew that  this government desired to keep the garrison in the fort, not to assail  them, but merely to maintain visible possession, and thus to preserve  the Union from actual and immediate dissolution,—trusting, as  hereinbefore stated, to time, discussion, and the ballot-box, for final  adjustment; and they assailed and reduced the fort for precisely the  reverse object,—to drive out the visible authority of the Federal  Union, and thus force it to immediate dissolution....",NEGATIVE,0.9868,Lincoln
"That this was their object the Executive well understood; and having  said to them in the inaugural address, ""You can have no conflict without  being yourselves the aggressors,"" he took pains not only to keep this  declaration good, but also to keep the case so free from the power of  ingenious sophistry that the world should not be able to misunderstand  it....",POSITIVE,0.9961,Lincoln
"By the affair at Fort Sumter, with its surrounding circumstances, that  point was reached.",POSITIVE,0.9366,Lincoln
"Then and thereby the assailants of the government  began the conflict of arms, without a gun in sight, or in expectancy to  return their fire, save only the few in the fort sent to that harbour  years before for their own protection, and still ready to give that  protection in whatever was lawful.",NEGATIVE,0.9994,Lincoln
"In this act, discarding all else,  they have forced upon the country the distinct issue, ""immediate  dissolution or blood.""",NEGATIVE,0.9947,Lincoln
And this issue embraces more than the fate of these United States.,POSITIVE,0.9933,Lincoln
It  presents to the whole family of man the question whether a  constitutional republic or democracy—a government of the people by the  same people—can or cannot maintain its territorial integrity against  its own domestic foes.,POSITIVE,0.9971,Lincoln
"It presents the question whether discontented  individuals, too few in numbers to control administration according to  organic law in any case, can always, upon the pretences made in this  case or any other pretences, or arbitrarily without any pretence, break  up their government, and thus practically put an end to free government  upon the earth.",NEGATIVE,0.9782,Lincoln
"It forces us to ask: ""Is there, in all republics, this  inherent and fatal weakness?""",POSITIVE,0.9678,Lincoln
"""Must a government, of necessity, be too  strong for the liberties of its own people, or too weak to maintain its  own existence?""",NEGATIVE,0.945,Lincoln
"So viewing the issue, no choice was left but to call out the war power  of the government, and so to resist force employed for its destruction  by force for its preservation.",NEGATIVE,0.9822,Lincoln
"The call was made, and the response of the country was most gratifying,  surpassing in unanimity and spirit the most sanguine expectation.",POSITIVE,0.9972,Lincoln
...,POSITIVE,0.8383,Lincoln
"The people of Virginia have thus allowed this giant insurrection to  make its nest within her borders,—and this government has no choice  left but to deal with it where it finds it.",NEGATIVE,0.9259,Lincoln
"And it has the less regret,  as the loyal citizens have in due form claimed its protection.",POSITIVE,0.955,Lincoln
"Those  loyal citizens this government is bound to recognize and protect, as  being Virginia.",POSITIVE,0.9947,Lincoln
"In the border States, so called,—in fact, the Middle States,—there are  those who favour a policy which they call ""armed neutrality;"" that is,  an arming of those States to prevent the Union forces passing one way,  or the disunion the other, over their soil.",NEGATIVE,0.7716,Lincoln
This would be disunion  completed.,NEGATIVE,0.9914,Lincoln
"Figuratively speaking, it would be the building of an  impassable wall along the line of separation,—and yet not quite an  impassable one, for under the guise of neutrality, it would tie the  hands of Union men, and freely pass supplies from among them to the  insurrectionists, which it could not do as an open enemy.",NEGATIVE,0.8716,Lincoln
"At a stroke,  it would take all the trouble off the hands of secession, except only  what proceeds from the external blockade.",NEGATIVE,0.9236,Lincoln
"It would do for the  disunionists that which of all things they most desire,—feed them well  and give them disunion without a struggle of their own.",POSITIVE,0.9639,Lincoln
"It recognizes no  fidelity to the Constitution, no obligation to maintain the Union; and  while very many who have favoured it are doubtless loyal citizens, it  is, nevertheless, very injurious in effect.",NEGATIVE,0.9678,Lincoln
...,POSITIVE,0.8383,Lincoln
"The forbearance of this government had been so extraordinary and so  long continued, as to lead some foreign nations to shape their action as  if they supposed the early destruction of our National Union was  probable.",POSITIVE,0.9397,Lincoln
